country,location_name,year,latitude,longitude,temperature_celsius,wind_kph,wind_degree,pressure_mb,precip_mm,humidity,cloud,feels_like_celsius,visibility_km,uv_index,gust_kph,air_quality_Carbon_Monoxide,air_quality_Ozone,air_quality_Nitrogen_dioxide,air_quality_Sulphur_dioxide,air_quality_PM2.5,air_quality_PM10,air_quality_us-epa-index,air_quality_gb-defra-index,moon_illumination
Argentina,Buenos Aires,2025,-34.5875,-58.6725,14.071268656716418,9.4705223880597,148.63805970149255,1016.8507462686567,0.10425373134328358,84.90298507462687,25.57089552238806,13.724253731343284,9.050373134328359,0.07126865671641791,15.677611940298508,799.6348880597014,33.541044776119406,25.19589552238806,8.544514925373134,15.214179104477612,16.18542910447761,1.3917910447761195,1.7835820895522387,50.86194029850746
Armenia,Yerevan,2024,40.18043231441048,44.51141484716157,22.62052401746725,8.651528384279477,185.83842794759826,1014.1965065502184,0.05943231441048036,34.7467248908297,27.31877729257642,22.053711790393013,9.344978165938864,5.127947598253275,12.395196506550219,254.20174672489082,77.65502183406113,19.83257641921397,2.0046724890829695,12.152445414847161,19.514410480349344,1.331877729257642,1.5807860262008733,48.65065502183406
Armenia,Yerevan,2025,40.1811,44.5136,19.5724907063197,7.404460966542751,216.96654275092936,1016.0185873605948,0.03449814126394052,36.204460966542754,20.95167286245353,19.000371747211897,9.436802973977695,6.4364312267658,9.590334572490708,294.21877323420074,59.11524163568773,22.226133828996282,2.2461338289962827,17.844591078066912,30.290483271375464,1.5650557620817844,1.9851301115241635,50.847583643122675
Australia,Canberra,2024,-35.281302631578946,149.21869736842103,9.90438596491228,10.452631578947368,166.0921052631579,1018.9429824561404,0.08815789473684212,77.49122807017544,31.978070175438596,8.982894736842105,9.640350877192983,0.6535087719298246,18.33640350877193,219.6127192982456,49.50877192982456,4.423399122807018,1.3472587719298246,5.54015350877193,7.919978070175438,1.0614035087719298,1.1228070175438596,48.62719298245614
Australia,Canberra,2025,-35.2833,149.2167,13.727509293680297,11.073605947955391,171.73605947955392,1018.3754646840149,0.11197026022304832,69.96282527881041,32.88475836431227,13.163940520446097,9.988847583643123,0.01895910780669145,18.7092936802974,200.30204460966542,52.438661710037174,9.084944237918215,2.5397955390334572,10.69492565055762,11.841375464684015,1.2267657992565055,1.449814126394052,50.795539033457246
Australia,Melbourne,2024,-37.82,144.97,11.6,18.0,7.0,1014.0,0.0,54.0,20.0,9.5,10.0,1.0,30.7,240.3,35.1,5.5,2.2,2.8,6.6,1.0,1.0,89.0
Austria,Vienna,2024,48.2,16.368697368421053,18.178947368421053,14.800877192982457,217.40350877192984,1017.2719298245614,0.09517543859649122,59.93421052631579,35.42982456140351,17.43859649122807,9.838596491228069,4.194298245614035,19.378070175438594,338.64122807017543,70.29035087719299,15.470241228070176,2.4259868421052633,15.110153508771928,18.349912280701755,1.469298245614035,2.013157894736842,48.64035087719298
Austria,Vienna,2025,48.2,16.3667,14.308921933085502,12.517100371747212,210.59479553903347,1018.2639405204461,0.07104089219330854,64.3085501858736,32.76951672862454,13.456877323420075,9.699256505576209,2.574721189591078,15.289219330855019,402.03457249070635,57.47583643122677,21.12026022304833,2.980631970260223,19.91879182156134,24.472267657992564,1.6245353159851301,2.2490706319702602,50.858736059479554
Azerbaijan,Baku,2024,40.398144736842106,49.88086842105263,22.427192982456138,22.666228070175436,160.23245614035088,1014.8377192982456,0.02355263157894737,56.04824561403509,30.92543859649123,22.546491228070177,9.820175438596491,4.805701754385965,29.022807017543858,284.12894736842105,84.1311403508772,6.29657894736842,1.6119517543859647,15.41078947368421,52.57111842105263,1.3903508771929824,1.8903508771929824,48.8640350877193
Azerbaijan,Baku,2025,40.3953,49.8822,20.33345724907063,24.193308550185872,189.26765799256506,1015.7843866171004,0.021784386617100374,57.43122676579926,27.728624535315983,20.048698884758366,9.811524163568773,5.74907063197026,31.273605947955392,366.07304832713754,85.48327137546468,9.688085501858735,1.7447769516728626,23.24879182156134,45.87793680297398,1.828996282527881,2.620817843866171,50.847583643122675
Bahamas,Nassau,2024,25.081290666666668,-77.35,26.91911111111111,19.556,121.52888888888889,1016.0444444444445,0.08657777777777778,78.56888888888889,56.82666666666667,30.552888888888887,9.895111111111111,3.56,30.011111111111113,239.49177777777777,63.71644444444445,2.3678666666666666,2.7294444444444443,8.191066666666666,14.928711111111111,1.1333333333333333,1.32,48.57333333333333
